id,count,unique_hashes,all_identical,created_list,updated_list,revisions,titles
6484865,2,1,True,2022-04-28T13:03:53.758703+00:00|2022-04-28T13:03:53.758703+00:00,2022-04-28T13:49:50.238033+00:00|2022-04-28T13:49:50.238033+00:00,2|2,Long read proteogenomics to characterize protein isoform diversity in human umbilical vein endothelial cells (HUVECs) | Long read proteogenomics to characterize protein isoform diversity in human umbilical vein endothelial cells (HUVECs)
6491116,2,1,True,2022-04-28T08:09:14.365393+00:00|2022-04-28T08:09:14.365393+00:00,2022-04-28T13:49:48.965987+00:00|2022-04-28T13:49:48.965987+00:00,2|2,Hadron Shower Simulation Data for Generative Models in Fundamental Physics | Hadron Shower Simulation Data for Generative Models in Fundamental Physics
6491285,2,1,True,2022-04-28T03:32:55.416966+00:00|2022-04-28T03:32:55.416966+00:00,2022-06-05T19:08:51.278976+00:00|2022-06-05T19:08:51.278976+00:00,3|3,Data for: Long duration advertisement calls of nesting male plainfin midshipman fish are honest indicators of size and c | Data for: Long duration advertisement calls of nesting male plainfin midshipman fish are honest indicators of size and c
6494764,2,1,True,2022-04-27T21:21:05.027438+00:00|2022-04-27T21:21:05.027438+00:00,2022-04-28T13:49:48.771438+00:00|2022-04-28T13:49:48.771438+00:00,2|2,O. amberensis GFF3 | O. amberensis GFF3
6497039,2,1,True,2022-04-28T06:21:38.187406+00:00|2022-04-28T06:21:38.187406+00:00,2022-04-28T13:49:49.164583+00:00|2022-04-28T13:49:49.164583+00:00,2|2,"A push-pull strategy for integrated control of Bactrocera minax (Diptera, Tephritidae) based on olfaction and vision | A push-pull strategy for integrated control of Bactrocera minax (Diptera, Tephritidae) based on olfaction and vision"
6497715,2,1,True,2022-04-28T11:17:38.237477+00:00|2022-04-28T11:17:38.237477+00:00,2022-12-06T09:53:39.016532+00:00|2022-12-06T09:53:39.016532+00:00,5|5,microbeSEG dataset | microbeSEG dataset
6497919,2,1,True,2022-04-28T00:44:28.075055+00:00|2022-04-28T00:44:28.075055+00:00,2022-04-28T13:49:46.925005+00:00|2022-04-28T13:49:46.925005+00:00,2|2,1/8˚ resolution MOM6-COBALT daily physical and biogeochemical diagnostics for 2009 | 1/8˚ resolution MOM6-COBALT daily physical and biogeochemical diagnostics for 2009
6498021,2,1,True,2022-04-28T09:41:52.795431+00:00|2022-04-28T09:41:52.795431+00:00,2022-04-28T13:49:50.060648+00:00|2022-04-28T13:49:50.060648+00:00,2|2,Molecular simulations matching denaturation experiments for N6-methyladenosine | Molecular simulations matching denaturation experiments for N6-methyladenosine
6498718,2,1,True,2022-04-28T06:15:29.635033+00:00|2022-04-28T06:15:29.635033+00:00,2022-10-25T09:02:30.261242+00:00|2022-10-25T09:02:30.261242+00:00,6|6,MiRLog and dbmiR: prioritization and functional annotation tools to study human microRNA sequence variants | MiRLog and dbmiR: prioritization and functional annotation tools to study human microRNA sequence variants
6499195,2,1,True,2022-04-27T20:27:46.930510+00:00|2022-04-27T20:27:46.930510+00:00,2024-07-16T20:34:32.934945+00:00|2024-07-16T20:34:32.934945+00:00,7|7,LoGov Poland Interview Report n°8 | LoGov Poland Interview Report n°8
6499244,2,1,True,2022-04-27T19:53:22.804093+00:00|2022-04-27T19:53:22.804093+00:00,2022-06-05T20:10:25.150507+00:00|2022-06-05T20:10:25.150507+00:00,3|3,"Demographic rates and stature of tree species in 13 sub-tropical forests: annual growth, annual survival, annual recruit | Demographic rates and stature of tree species in 13 sub-tropical forests: annual growth, annual survival, annual recruit"
6499266,2,1,True,2022-04-28T17:43:53.175606+00:00|2022-04-28T17:43:53.175606+00:00,2022-05-31T02:22:28.304567+00:00|2022-05-31T02:22:28.304567+00:00,3|3,Data from: Exploring the phylogeography of a hexaploid freshwater fish by RAD sequencing | Data from: Exploring the phylogeography of a hexaploid freshwater fish by RAD sequencing
6499319,2,1,True,2022-04-27T20:27:25.244134+00:00|2022-04-27T20:27:25.244134+00:00,2024-07-16T20:34:26.403746+00:00|2024-07-16T20:34:26.403746+00:00,5|5,Datensatz: Kaiserinnen und Königinnen in der NDB bis 1500 | Datensatz: Kaiserinnen und Königinnen in der NDB bis 1500
6499336,2,1,True,2022-04-27T20:42:49.726392+00:00|2022-04-27T20:42:49.726392+00:00,2024-07-16T20:34:24.845769+00:00|2024-07-16T20:34:24.845769+00:00,8|8,LoGov Poland Interview Report n°10 | LoGov Poland Interview Report n°10
6499337,2,1,True,2022-04-27T20:34:00.887077+00:00|2022-04-27T20:34:00.887077+00:00,2022-04-28T13:49:47.341021+00:00|2022-04-28T13:49:47.341021+00:00,2|2,Actual and potential drug interactions of psychotropic drugs in patients of the covid-19 medicine service of the Hospita | Actual and potential drug interactions of psychotropic drugs in patients of the covid-19 medicine service of the Hospita
6499338,2,1,True,2022-04-28T01:37:17.153326+00:00|2022-04-28T01:37:17.153326+00:00,2022-04-28T13:49:47.450664+00:00|2022-04-28T13:49:47.450664+00:00,2|2,"Local chromatin context dictates the genetic determinants of the heterochromatin spreading reaction. Analysis Code, Nume | Local chromatin context dictates the genetic determinants of the heterochromatin spreading reaction. Analysis Code, Nume"
6499349,2,1,True,2022-04-27T20:49:30.607915+00:00|2022-04-27T20:49:30.607915+00:00,2022-04-28T13:49:47.336976+00:00|2022-04-28T13:49:47.336976+00:00,2|2,"Data and code for ""Ambient Formaldehyde over the United States from Ground-Based (AQS) and Satellite (OMI) Observations"" | Data and code for ""Ambient Formaldehyde over the United States from Ground-Based (AQS) and Satellite (OMI) Observations"""
6499370,2,1,True,2022-04-27T21:19:55.536505+00:00|2022-04-27T21:19:55.536505+00:00,2022-05-10T10:16:33.653910+00:00|2022-05-10T10:16:33.653910+00:00,3|3,IoT-Enabled Smart Waste Management Systems for Smart Cities: A Systematic Review | IoT-Enabled Smart Waste Management Systems for Smart Cities: A Systematic Review
6499374,2,1,True,2022-04-27T21:21:58.169151+00:00|2022-04-27T21:21:58.169151+00:00,2023-07-18T09:44:48.522465+00:00|2023-07-18T09:44:48.522465+00:00,6|6,Historical Sea Surface Temperature (SST) data and thermal stress indices of the Tara Pacific Expedition's coral reef sam | Historical Sea Surface Temperature (SST) data and thermal stress indices of the Tara Pacific Expedition's coral reef sam
6499426,2,1,True,2022-04-27T22:22:07.443955+00:00|2022-04-27T22:22:07.443955+00:00,2022-04-28T13:49:48.832858+00:00|2022-04-28T13:49:48.832858+00:00,2|2,Gradients4_TN397_15N13C_2022-03-15 | Gradients4_TN397_15N13C_2022-03-15
6499468,2,1,True,2022-04-27T23:38:43.916851+00:00|2022-04-27T23:38:43.916851+00:00,2022-04-28T13:49:47.379372+00:00|2022-04-28T13:49:47.379372+00:00,2|2,Plotting codes for the impacts of ODS and CO2 on Arctic amplification | Plotting codes for the impacts of ODS and CO2 on Arctic amplification
6499567,2,1,True,2022-04-28T02:45:01.361051+00:00|2022-04-28T02:45:01.361051+00:00,2022-04-28T13:49:47.582845+00:00|2022-04-28T13:49:47.582845+00:00,2|2,"Cross-correlation coefficient maps generated in the paper ""Correlation of Venusian Mesoscale Cloud Morphology Between Im | Cross-correlation coefficient maps generated in the paper ""Correlation of Venusian Mesoscale Cloud Morphology Between Im"
6499571,2,1,True,2022-04-28T00:23:10.364719+00:00|2022-04-28T00:23:10.364719+00:00,2022-06-04T08:09:34.515317+00:00|2022-06-04T08:09:34.515317+00:00,3|3,Marine ecoregions and subecoregions within Indo-West Australian waters: A statistical approach based on species distribu | Marine ecoregions and subecoregions within Indo-West Australian waters: A statistical approach based on species distribu
6499573,2,1,True,2022-04-28T00:23:08.954095+00:00|2022-04-28T00:23:08.954095+00:00,2022-06-05T20:33:50.785608+00:00|2022-06-05T20:33:50.785608+00:00,3|3,Data from: Irregular forest structures originating after fire: an opportunity to promote alternatives to even-aged manag | Data from: Irregular forest structures originating after fire: an opportunity to promote alternatives to even-aged manag
6499577,2,1,True,2022-04-28T00:25:48.917419+00:00|2022-04-28T00:25:48.917419+00:00,2022-06-05T21:27:35.231347+00:00|2022-06-05T21:27:35.231347+00:00,3|3,"Litter decomposition and nutrient release from monospecific and mixed litters: comparisons of litter quality, fauna and  | Litter decomposition and nutrient release from monospecific and mixed litters: comparisons of litter quality, fauna and "
6499579,2,1,True,2022-04-28T00:25:57.085414+00:00|2022-04-28T00:25:57.085414+00:00,2022-06-05T08:23:30.778335+00:00|2022-06-05T08:23:30.778335+00:00,3|3,Direct and indirect effects of fire on microbial communities in a pyrodiverse dry-sclerophyll forest | Direct and indirect effects of fire on microbial communities in a pyrodiverse dry-sclerophyll forest
6499583,2,1,True,2022-04-28T00:29:56.843498+00:00|2022-04-28T00:29:56.843498+00:00,2022-06-05T20:24:29.877755+00:00|2022-06-05T20:24:29.877755+00:00,3|3,Direct measurements of ozone response to emissions perturbations in California | Direct measurements of ozone response to emissions perturbations in California
6499585,2,1,True,2022-04-28T00:30:16.664397+00:00|2022-04-28T00:30:16.664397+00:00,2022-06-05T21:22:09.732268+00:00|2022-06-05T21:22:09.732268+00:00,3|3,Dung beetles maintain phylogenetic divergence but functional convergence across a highly fragmented tropical landscape | Dung beetles maintain phylogenetic divergence but functional convergence across a highly fragmented tropical landscape
6499589,2,1,True,2022-04-28T01:34:14.984496+00:00|2022-04-28T01:34:14.984496+00:00,2022-06-05T21:15:03.446484+00:00|2022-06-05T21:15:03.446484+00:00,3|3,Eco-evolutionary causes and consequences of rarity in plants: a meta-analysis | Eco-evolutionary causes and consequences of rarity in plants: a meta-analysis
6499591,2,1,True,2022-04-28T00:42:32.438522+00:00|2022-04-28T00:42:32.438522+00:00,2022-06-05T17:54:58.047588+00:00|2022-06-05T17:54:58.047588+00:00,3|3,Supplementary data from 'Predicting the distribution of Australian frogs and their overlap with Batrachochytrium dendrob | Supplementary data from 'Predicting the distribution of Australian frogs and their overlap with Batrachochytrium dendrob
6499596,2,1,True,2022-04-28T00:43:25.580128+00:00|2022-04-28T00:43:25.580128+00:00,2023-04-19T11:06:28.340286+00:00|2023-04-19T11:06:28.340286+00:00,5|5,The non-dereliction in evolution: Trophic specialisation drives convergence in the radiation of red devil spiders (Arane | The non-dereliction in evolution: Trophic specialisation drives convergence in the radiation of red devil spiders (Arane
6499602,2,1,True,2022-04-28T00:43:50.448609+00:00|2022-04-28T00:43:50.448609+00:00,2022-06-05T10:49:20.972791+00:00|2022-06-05T10:49:20.972791+00:00,3|3,Flying insect biomass is negatively associated with urban cover in surrounding landscapes | Flying insect biomass is negatively associated with urban cover in surrounding landscapes
6499604,2,1,True,2022-04-28T00:44:52.518363+00:00|2022-04-28T00:44:52.518363+00:00,2022-06-05T16:16:55.262523+00:00|2022-06-05T16:16:55.262523+00:00,3|3,Experimental realization of the 1D random field Ising model | Experimental realization of the 1D random field Ising model
6499606,2,1,True,2022-04-28T00:45:11.356621+00:00|2022-04-28T00:45:11.356621+00:00,2022-06-05T06:06:56.514660+00:00|2022-06-05T06:06:56.514660+00:00,3|3,Survey of customers' perception and adoption with the mandatory plastic bag charging in Japan | Survey of customers' perception and adoption with the mandatory plastic bag charging in Japan
6499611,2,1,True,2022-04-28T03:18:11.110785+00:00|2022-04-28T03:18:11.110785+00:00,2022-04-28T13:49:48.804455+00:00|2022-04-28T13:49:48.804455+00:00,2|2,1/8˚ resolution MOM6-COBALT daily physical and biogeochemical diagnostics for 2010 | 1/8˚ resolution MOM6-COBALT daily physical and biogeochemical diagnostics for 2010
6499616,2,1,True,2022-04-28T03:37:41.433135+00:00|2022-04-28T03:37:41.433135+00:00,2024-07-16T20:33:49.846766+00:00|2024-07-16T20:33:49.846766+00:00,6|6,Maps of the Sustainable Development Goal (SDG) indicator 15.3.1 with its sub-indicators for the entire Amazon River Basi | Maps of the Sustainable Development Goal (SDG) indicator 15.3.1 with its sub-indicators for the entire Amazon River Basi
6499637,2,1,True,2022-04-28T01:28:07.091235+00:00|2022-04-28T01:28:07.091235+00:00,2022-06-05T21:43:05.648296+00:00|2022-06-05T21:43:05.648296+00:00,3|3,GARD 1.7 - updated global distributions for all terrestrial reptiles | GARD 1.7 - updated global distributions for all terrestrial reptiles
6499641,2,1,True,2022-04-28T01:33:44.171145+00:00|2022-04-28T01:33:44.171145+00:00,2022-06-05T20:17:34.196694+00:00|2022-06-05T20:17:34.196694+00:00,3|3,Cross-kingdom interactions and functional patterns of active microbiota matter in governing deadwood decay | Cross-kingdom interactions and functional patterns of active microbiota matter in governing deadwood decay
6499687,2,1,True,2022-04-28T02:14:54.622061+00:00|2022-04-28T02:14:54.622061+00:00,2022-04-28T13:49:50.627235+00:00|2022-04-28T13:49:50.627235+00:00,3|3,5.0 EVALUATING CHANGES IN TRANSIT ACCESSIBILITY FOR TRANSPORTATION-DISADVANTAGED POPULATIONS IN THE CITY OF GAINESVILLE | 5.0 EVALUATING CHANGES IN TRANSIT ACCESSIBILITY FOR TRANSPORTATION-DISADVANTAGED POPULATIONS IN THE CITY OF GAINESVILLE
6499752,2,1,True,2022-04-28T03:31:04.882160+00:00|2022-04-28T03:31:04.882160+00:00,2024-07-16T20:33:35.760934+00:00|2024-07-16T20:33:35.760934+00:00,6|6,"THE RELEVANCY OF MASSIVE HEALTH EDUCATION IN THE BRAZILIAN PRISON SYSTEM: THE COURSE ""HEALTH CARE FOR PEOPLE DEPRIVED OF | THE RELEVANCY OF MASSIVE HEALTH EDUCATION IN THE BRAZILIAN PRISON SYSTEM: THE COURSE ""HEALTH CARE FOR PEOPLE DEPRIVED OF"
6499784,2,1,True,2022-04-28T03:30:18.946809+00:00|2022-04-28T03:30:18.946809+00:00,2024-07-16T20:33:33.251038+00:00|2024-07-16T20:33:33.251038+00:00,5|5,"Supplementary material 1 from: Chen D, van Kleunen M (2022) Competitive effects of plant invaders on and their responses | Supplementary material 1 from: Chen D, van Kleunen M (2022) Competitive effects of plant invaders on and their responses"
6500097,2,1,True,2022-04-28T07:26:56.123284+00:00|2022-04-28T07:26:56.123284+00:00,2022-04-28T13:49:49.834844+00:00|2022-04-28T13:49:49.834844+00:00,2|2,基于随机森林的加热卷烟烟叶原料适用性评估 | 基于随机森林的加热卷烟烟叶原料适用性评估
6500130,2,1,True,2022-04-28T07:31:15.363920+00:00|2022-04-28T07:31:15.363920+00:00,2024-07-16T20:32:41.248380+00:00|2024-07-16T20:32:41.248380+00:00,7|7,Fragebogen und Datensätze zur Evaluation von Community Mapping und Teilnehmende Beobachtung | Fragebogen und Datensätze zur Evaluation von Community Mapping und Teilnehmende Beobachtung
6500148,2,1,True,2022-04-28T07:39:55.846378+00:00|2022-04-28T07:39:55.846378+00:00,2024-07-16T20:32:39.614565+00:00|2024-07-16T20:32:39.614565+00:00,10|10,PROCRAFT_Form A_Blade_Brest | PROCRAFT_Form A_Blade_Brest
6500189,2,1,True,2022-04-28T08:00:56.824901+00:00|2022-04-28T08:00:56.824901+00:00,2023-02-08T15:41:43.424347+00:00|2023-02-08T15:41:43.424347+00:00,4|4,Methane fluxes from four elevation zones in a St. Lawrence Estuary salt marsh | Methane fluxes from four elevation zones in a St. Lawrence Estuary salt marsh
6500216,2,1,True,2022-04-28T08:40:53.856959+00:00|2022-04-28T08:40:53.856959+00:00,2022-04-28T13:49:49.063607+00:00|2022-04-28T13:49:49.063607+00:00,2|2,Data and codes for the precipitation prediction | Data and codes for the precipitation prediction
6500260,2,1,True,2022-04-28T08:22:00.468167+00:00|2022-04-28T08:22:00.468167+00:00,2024-07-16T20:32:27.569340+00:00|2024-07-16T20:32:27.569340+00:00,7|7,PROCRAFT_Form A_Dewoitine D.338_Berre | PROCRAFT_Form A_Dewoitine D.338_Berre
6500273,2,1,True,2022-04-28T08:28:57.066477+00:00|2022-04-28T08:28:57.066477+00:00,2024-07-16T20:32:25.579019+00:00|2024-07-16T20:32:25.579019+00:00,7|7,PROCRAFT_Form A_Dornier 217_Sacoué | PROCRAFT_Form A_Dornier 217_Sacoué
6500286,2,1,True,2022-04-28T08:35:36.278491+00:00|2022-04-28T08:35:36.278491+00:00,2024-07-16T20:32:23.517508+00:00|2024-07-16T20:32:23.517508+00:00,7|7,PROCRAFT_Form A_Dewoitine D.338_Corsavy | PROCRAFT_Form A_Dewoitine D.338_Corsavy
6500296,2,1,True,2022-04-28T08:42:26.213346+00:00|2022-04-28T08:42:26.213346+00:00,2024-07-16T20:32:21.989556+00:00|2024-07-16T20:32:21.989556+00:00,7|7,PROCRAFT_Form A_Latécoère 298_Fougax | PROCRAFT_Form A_Latécoère 298_Fougax
6500300,2,1,True,2022-04-28T09:09:14.357358+00:00|2022-04-28T09:09:14.357358+00:00,2022-04-28T13:49:50.052384+00:00|2022-04-28T13:49:50.052384+00:00,3|3,A method for designated target anti-interference tracking combining YOLOv5 and SiamRPN for UAV tracking and landing cont | A method for designated target anti-interference tracking combining YOLOv5 and SiamRPN for UAV tracking and landing cont
6500310,2,1,True,2022-04-28T08:50:25.907523+00:00|2022-04-28T08:50:25.907523+00:00,2022-04-28T13:49:50.513499+00:00|2022-04-28T13:49:50.513499+00:00,2|2,"Dataset for Assouline et al Nature Physics 17, 1369 (2021), DOI:10.1038/s41567-021-01411-z | Dataset for Assouline et al Nature Physics 17, 1369 (2021), DOI:10.1038/s41567-021-01411-z"
6500314,2,1,True,2022-04-28T08:50:20.525051+00:00|2022-04-28T08:50:20.525051+00:00,2024-07-16T20:32:19.613459+00:00|2024-07-16T20:32:19.613459+00:00,7|7,PROCRAFT_Form A_Junkers 88_Pechbusque | PROCRAFT_Form A_Junkers 88_Pechbusque
6500326,2,1,True,2022-04-28T08:54:24.945889+00:00|2022-04-28T08:54:24.945889+00:00,2024-07-16T20:32:17.701512+00:00|2024-07-16T20:32:17.701512+00:00,6|6,PROCRAFT_Form A_Espadon 6025_Toulouse | PROCRAFT_Form A_Espadon 6025_Toulouse
6500341,2,1,True,2022-04-28T08:58:22.814374+00:00|2022-04-28T08:58:22.814374+00:00,2024-07-16T20:32:14.919188+00:00|2024-07-16T20:32:14.919188+00:00,6|6,PROCRAFT_Form A_Morane Saulnier 733_Toulouse | PROCRAFT_Form A_Morane Saulnier 733_Toulouse
6500347,2,1,True,2022-04-28T09:04:06.972711+00:00|2022-04-28T09:04:06.972711+00:00,2024-07-16T20:32:13.879559+00:00|2024-07-16T20:32:13.879559+00:00,8|8,PROCRAFT_Form A_Spitfire_Plérin | PROCRAFT_Form A_Spitfire_Plérin
6500361,2,1,True,2022-04-28T09:08:54.791210+00:00|2022-04-28T09:08:54.791210+00:00,2024-07-16T20:32:11.549801+00:00|2024-07-16T20:32:11.549801+00:00,7|7,PROCRAFT_Form A_P47D Thunderbolt_Bagnarola | PROCRAFT_Form A_P47D Thunderbolt_Bagnarola
6500372,2,1,True,2022-04-28T09:13:36.416826+00:00|2022-04-28T09:13:36.416826+00:00,2024-07-16T20:32:10.597439+00:00|2024-07-16T20:32:10.597439+00:00,6|6,PROCRAFT_Form A_Macchi MC202_Cagliari | PROCRAFT_Form A_Macchi MC202_Cagliari
6500377,2,1,True,2022-04-28T09:17:50.895923+00:00|2022-04-28T09:17:50.895923+00:00,2022-04-28T13:49:49.508293+00:00|2022-04-28T13:49:49.508293+00:00,3|3,To what extent naringenin binding and membrane depolarization shape mitoBK channel gating - a machine learning approach  | To what extent naringenin binding and membrane depolarization shape mitoBK channel gating - a machine learning approach 
6500391,2,1,True,2022-04-28T13:07:26.440329+00:00|2022-04-28T13:07:26.440329+00:00,2022-04-28T13:49:50.310472+00:00|2022-04-28T13:49:50.310472+00:00,2|2,"First genetic data for the Critically Endangered Cuban endemic Zapata Rail Cyanolimnas cerverai, and the taxonomic impli | First genetic data for the Critically Endangered Cuban endemic Zapata Rail Cyanolimnas cerverai, and the taxonomic impli"
6500397,2,1,True,2022-04-28T09:20:20.979504+00:00|2022-04-28T09:20:20.979504+00:00,2024-07-16T20:32:07.921651+00:00|2024-07-16T20:32:07.921651+00:00,7|7,PROCRAFT_Form A_Ilyushin Il-2m3_Kbely | PROCRAFT_Form A_Ilyushin Il-2m3_Kbely
6500411,2,1,True,2022-04-28T09:22:23.003307+00:00|2022-04-28T09:22:23.003307+00:00,2022-04-28T13:49:49.903393+00:00|2022-04-28T13:49:49.903393+00:00,2|2,c13b6e27-a4ee-426f-8bdb-8cf5c4310bad | c13b6e27-a4ee-426f-8bdb-8cf5c4310bad
6500450,2,1,True,2022-04-28T09:39:35.526160+00:00|2022-04-28T09:39:35.526160+00:00,2022-04-28T13:49:50.177947+00:00|2022-04-28T13:49:50.177947+00:00,3|3,Electron Accepting Capacities of a wide variety of peat materials from around the Globe similarly explain CO2 and CH4 pr | Electron Accepting Capacities of a wide variety of peat materials from around the Globe similarly explain CO2 and CH4 pr
6500453,2,1,True,2022-04-28T09:39:23.431794+00:00|2022-04-28T09:39:23.431794+00:00,2022-04-28T13:49:50.557200+00:00|2022-04-28T13:49:50.557200+00:00,2|2,REACH_Subgrantees_RP1Export - update | REACH_Subgrantees_RP1Export - update
6500469,2,1,True,2022-04-28T10:43:09.361486+00:00|2022-04-28T10:43:09.361486+00:00,2022-05-06T17:27:07.687102+00:00|2022-05-06T17:27:07.687102+00:00,3|3,Metagenome-assembled genomes obtained from fecal and salivary microbiomes of pancreatic cancer patients and controls | Metagenome-assembled genomes obtained from fecal and salivary microbiomes of pancreatic cancer patients and controls
6500482,2,1,True,2022-04-28T10:01:40.536510+00:00|2022-04-28T10:01:40.536510+00:00,2022-04-28T13:49:48.900309+00:00|2022-04-28T13:49:48.900309+00:00,2|2,Data and codes for manualscript | Data and codes for manualscript
6500521,2,1,True,2022-04-28T10:12:50.720807+00:00|2022-04-28T10:12:50.720807+00:00,2022-04-28T13:49:49.109906+00:00|2022-04-28T13:49:49.109906+00:00,2|2,Analysis Result of Downward Infiltration Experiments Using the Modified Green Ampt Model | Analysis Result of Downward Infiltration Experiments Using the Modified Green Ampt Model
6500628,2,1,True,2022-04-28T10:56:21.290389+00:00|2022-04-28T10:56:21.290389+00:00,2022-04-28T13:49:49.121455+00:00|2022-04-28T13:49:49.121455+00:00,2|2,Experimental disturbance treatments of wetland vegetation | Experimental disturbance treatments of wetland vegetation
6500842,2,1,True,2022-04-28T11:09:38.895505+00:00|2022-04-28T11:09:38.895505+00:00,2022-04-28T13:49:48.911245+00:00|2022-04-28T13:49:48.911245+00:00,3|3,Risk of bias assessments and support for judgement with ROB 2 tool for the Cochrane Review-Update: Systemic corticostero | Risk of bias assessments and support for judgement with ROB 2 tool for the Cochrane Review-Update: Systemic corticostero
6501508,2,1,True,2022-04-28T12:39:51.984347+00:00|2022-04-28T12:39:51.984347+00:00,2022-04-28T13:49:50.259397+00:00|2022-04-28T13:49:50.259397+00:00,3|3,"Supporting data for ''Strong control of effective radiative forcing by the spatial pattern of absorbing aerosol"" | Supporting data for ''Strong control of effective radiative forcing by the spatial pattern of absorbing aerosol"""
6501535,2,1,True,2022-04-28T12:39:35.659527+00:00|2022-04-28T12:39:35.659527+00:00,2022-08-30T14:26:22.830273+00:00|2022-08-30T14:26:22.830273+00:00,3|3,The phenotypic plasticity of an evolving digital organism | The phenotypic plasticity of an evolving digital organism
6501580,2,1,True,2022-04-28T12:44:42.466420+00:00|2022-04-28T12:44:42.466420+00:00,2024-07-16T20:28:52.803587+00:00|2024-07-16T20:28:52.803587+00:00,5|5,"Alpine and subalpine vegetation of Mt. Midzhur, Stara Planina, Bulgaria | Alpine and subalpine vegetation of Mt. Midzhur, Stara Planina, Bulgaria"
6501588,2,1,True,2022-04-28T16:20:25.875810+00:00|2022-04-28T16:20:25.875810+00:00,2022-04-29T13:49:20.907631+00:00|2022-04-29T13:49:20.907631+00:00,2|2,The predator problem and PCR primers in molecular dietary analysis: swamped or silenced; depth or breadth? - Dataset | The predator problem and PCR primers in molecular dietary analysis: swamped or silenced; depth or breadth? - Dataset
6501593,2,1,True,2022-04-28T12:47:29.883220+00:00|2022-04-28T12:47:29.883220+00:00,2022-04-28T13:49:50.324151+00:00|2022-04-28T13:49:50.324151+00:00,2|2,Mock Ceramics Dataset | Mock Ceramics Dataset
6501740,2,1,True,2022-04-28T14:24:08.989799+00:00|2022-04-28T14:24:08.989799+00:00,2022-04-29T13:49:20.807449+00:00|2022-04-29T13:49:20.807449+00:00,3|3,Data set for: Toggle-like current-induced Bloch point dynamics of 3D skyrmion strings in a room-temperature nanowire | Data set for: Toggle-like current-induced Bloch point dynamics of 3D skyrmion strings in a room-temperature nanowire
6501742,2,1,True,2022-04-28T13:59:03.569824+00:00|2022-04-28T13:59:03.569824+00:00,2022-04-29T13:49:20.900429+00:00|2022-04-29T13:49:20.900429+00:00,2|2,CROSSBOW HLU2-UC1-TC1 measurements: Substation measurements gathered during curtailment activation. Second test | CROSSBOW HLU2-UC1-TC1 measurements: Substation measurements gathered during curtailment activation. Second test
6501803,2,1,True,2022-04-28T14:29:09.960560+00:00|2022-04-28T14:29:09.960560+00:00,2024-07-16T20:28:15.196440+00:00|2024-07-16T20:28:15.196440+00:00,6|6,RICE WHEAT CROPPING SYSTEMS-CONSTRAINTS AND STRATEGIES : A REVIEW | RICE WHEAT CROPPING SYSTEMS-CONSTRAINTS AND STRATEGIES : A REVIEW
6501809,2,1,True,2022-04-28T14:30:56.832098+00:00|2022-04-28T14:30:56.832098+00:00,2022-04-29T13:49:20.779596+00:00|2022-04-29T13:49:20.779596+00:00,2|2,Brand registrations from Germany's most active companies | Brand registrations from Germany's most active companies
6501824,2,1,True,2022-04-28T15:03:13.748875+00:00|2022-04-28T15:03:13.748875+00:00,2022-06-02T14:29:25.885727+00:00|2022-06-02T14:29:25.885727+00:00,5|5,HDOA | HDOA
6501839,2,1,True,2022-04-28T14:55:41.765976+00:00|2022-04-28T14:55:41.765976+00:00,2022-04-29T13:49:20.598776+00:00|2022-04-29T13:49:20.598776+00:00,2|2,"Big in Japan, Zimbabwe or Brazil – global reach and national preferences for open access books | Big in Japan, Zimbabwe or Brazil – global reach and national preferences for open access books"
6501877,2,1,True,2022-04-28T15:19:10.848589+00:00|2022-04-28T15:19:10.848589+00:00,2022-09-21T07:27:34.915741+00:00|2022-09-21T07:27:34.915741+00:00,5|5,Dataset: Relationship extraction for knowledge graph creation from biomedical literature (Gene-Disease relationships) | Dataset: Relationship extraction for knowledge graph creation from biomedical literature (Gene-Disease relationships)
6501917,2,1,True,2022-04-28T17:27:37.248135+00:00|2022-04-28T17:27:37.248135+00:00,2022-04-29T13:49:20.852216+00:00|2022-04-29T13:49:20.852216+00:00,2|2,Nanomechanical probing and strain tuning of the Curie temperature in suspended Cr2Ge2Te6-based heterostructures | Nanomechanical probing and strain tuning of the Curie temperature in suspended Cr2Ge2Te6-based heterostructures
6501956,2,1,True,2022-04-28T17:50:39.351652+00:00|2022-04-28T17:50:39.351652+00:00,2022-04-29T13:49:20.621051+00:00|2022-04-29T13:49:20.621051+00:00,2|2,"Single molecule videos related to ""MCM complexes are barriers that restrict cohesin-mediated loop extrusion"" Part 1/3 | Single molecule videos related to ""MCM complexes are barriers that restrict cohesin-mediated loop extrusion"" Part 1/3"
6502052,2,1,True,2022-04-28T17:11:40.388544+00:00|2022-04-28T17:11:40.388544+00:00,2022-05-03T09:53:22.025813+00:00|2022-05-03T09:53:22.025813+00:00,5|5,Gene/Protein BridgeDb ID Mapping Database (Ensembl Plants 49) | Gene/Protein BridgeDb ID Mapping Database (Ensembl Plants 49)
6502081,2,1,True,2022-04-28T16:43:22.001759+00:00|2022-04-28T16:43:22.001759+00:00,2022-04-29T13:49:20.893985+00:00|2022-04-29T13:49:20.893985+00:00,5|5,Gene/Protein BridgeDb ID Mapping Database (Ensembl Fungi 49) | Gene/Protein BridgeDb ID Mapping Database (Ensembl Fungi 49)
