id,count,unique_hashes,all_identical,created_list,updated_list,revisions,titles
4024660,2,1,True,2020-09-11T15:28:42.548260+00:00|2020-09-11T15:28:42.548260+00:00,2024-07-19T15:58:13.388052+00:00|2024-07-19T15:58:13.388052+00:00,8|8,"DATA of ""Resolving the 2D temporal evolution of subglacial water flow with dense seismic array observations."" | DATA of ""Resolving the 2D temporal evolution of subglacial water flow with dense seismic array observations."""
4024677,2,1,True,2020-09-11T15:35:41.955189+00:00|2020-09-11T15:35:41.955189+00:00,2020-09-12T00:59:28.030068+00:00|2020-09-12T00:59:28.030068+00:00,2|2,Data: Search and Rescue with Airborne Optical Sectioning | Data: Search and Rescue with Airborne Optical Sectioning
4024768,2,1,True,2020-09-11T16:09:09.480056+00:00|2020-09-11T16:09:09.480056+00:00,2020-12-23T17:34:59.044175+00:00|2020-12-23T17:34:59.044175+00:00,5|5,georgestein/ml-in-cosmology: Machine learning in cosmology | georgestein/ml-in-cosmology: Machine learning in cosmology
4024774,2,1,True,2020-09-11T16:11:58.242310+00:00|2020-09-11T16:11:58.242310+00:00,2022-06-03T15:55:21.798547+00:00|2022-06-03T15:55:21.798547+00:00,3|3,High elevation increases the risk of Y chromosome loss in Alpine skink populations with sex reversal | High elevation increases the risk of Y chromosome loss in Alpine skink populations with sex reversal
4024802,2,1,True,2020-09-11T16:23:45.529400+00:00|2020-09-11T16:23:45.529400+00:00,2024-11-04T23:01:17.891725+00:00|2024-11-04T23:01:17.891725+00:00,6|6,"Alouette River temperature, tidal water levels and hydrometeorological data | Alouette River temperature, tidal water levels and hydrometeorological data"
4024861,2,1,True,2020-09-11T16:36:24.152560+00:00|2020-09-11T16:36:24.152560+00:00,2022-06-03T15:57:02.745912+00:00|2022-06-03T15:57:02.745912+00:00,3|3,Causes and consequences of an unusually male-biased adult sex ratio in an unmanaged feral horse population | Causes and consequences of an unusually male-biased adult sex ratio in an unmanaged feral horse population
4024918,2,1,True,2020-09-11T17:04:52.322026+00:00|2020-09-11T17:04:52.322026+00:00,2020-09-12T00:59:28.087184+00:00|2020-09-12T00:59:28.087184+00:00,3|3,ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets (TGGATEs rat dataset) | ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets (TGGATEs rat dataset)
4024933,2,1,True,2020-09-11T17:03:55.177838+00:00|2020-09-11T17:03:55.177838+00:00,2022-06-02T06:22:57.929167+00:00|2022-06-02T06:22:57.929167+00:00,3|3,Data from: Context-dependent consequences of colour biases in a social fish | Data from: Context-dependent consequences of colour biases in a social fish
4024991,2,1,True,2020-09-11T19:19:20.587234+00:00|2020-09-11T19:19:20.587234+00:00,2020-09-12T00:59:28.137725+00:00|2020-09-12T00:59:28.137725+00:00,2|2,ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets | ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets
4025007,2,1,True,2020-09-11T18:02:29.036732+00:00|2020-09-11T18:02:29.036732+00:00,2022-06-03T15:59:52.936610+00:00|2022-06-03T15:59:52.936610+00:00,3|3,Inter-group relationships influence territorial defence in mountain gorillas | Inter-group relationships influence territorial defence in mountain gorillas
4025048,2,1,True,2020-09-11T18:19:56.701294+00:00|2020-09-11T18:19:56.701294+00:00,2022-06-03T15:48:33.519188+00:00|2022-06-03T15:48:33.519188+00:00,3|3,Microcystin production by Nostoc in Greenlandic lakes | Microcystin production by Nostoc in Greenlandic lakes
4025052,2,1,True,2020-09-11T18:22:08.822982+00:00|2020-09-11T18:22:08.822982+00:00,2022-06-03T12:42:22.982980+00:00|2022-06-03T12:42:22.982980+00:00,3|3,Data from: Isolated trees support lower bird taxonomic richness than trees within habitat patches but similar functional | Data from: Isolated trees support lower bird taxonomic richness than trees within habitat patches but similar functional
4025064,2,1,True,2020-09-11T18:24:25.744389+00:00|2020-09-11T18:24:25.744389+00:00,2022-06-03T16:05:34.716786+00:00|2022-06-03T16:05:34.716786+00:00,3|3,Regional wind patterns likely shape a seasonal migration detour | Regional wind patterns likely shape a seasonal migration detour
4025068,2,1,True,2020-09-11T19:29:43.728596+00:00|2020-09-11T19:29:43.728596+00:00,2020-09-12T00:59:28.149775+00:00|2020-09-12T00:59:28.149775+00:00,2|2,Probing fault frictional properties during afterslip up- and downdip of the 2017 Mw 7.3 Sarpol-e Zahab earthquake with s | Probing fault frictional properties during afterslip up- and downdip of the 2017 Mw 7.3 Sarpol-e Zahab earthquake with s
4025120,2,1,True,2020-09-11T18:50:58.457919+00:00|2020-09-11T18:50:58.457919+00:00,2022-06-03T15:18:15.132280+00:00|2022-06-03T15:18:15.132280+00:00,4|4,Three dimensional dataset combining gait and full body movement of children with autism spectrum disorders collected by  | Three dimensional dataset combining gait and full body movement of children with autism spectrum disorders collected by 
4025134,2,1,True,2020-09-11T19:00:41.177429+00:00|2020-09-11T19:00:41.177429+00:00,2024-07-19T15:58:00.566537+00:00|2024-07-19T15:58:00.566537+00:00,6|6,Data from: NF1-glioblastoma clonal profiling reveals KMT2B mutations as potential somatic oncogenic events | Data from: NF1-glioblastoma clonal profiling reveals KMT2B mutations as potential somatic oncogenic events
4025136,2,1,True,2020-09-11T19:00:52.223065+00:00|2020-09-11T19:00:52.223065+00:00,2022-06-02T06:11:32.919188+00:00|2022-06-02T06:11:32.919188+00:00,3|3,Data from: Increased soil temperature and decreased precipitation during early plant life stages constrain grass seedlin | Data from: Increased soil temperature and decreased precipitation during early plant life stages constrain grass seedlin
4025138,2,1,True,2020-09-11T19:01:14.165734+00:00|2020-09-11T19:01:14.165734+00:00,2023-08-29T20:26:39.290617+00:00|2023-08-29T20:26:39.290617+00:00,4|4,Data from: How do seabirds modify their search behaviour when encountering fishing boats? | Data from: How do seabirds modify their search behaviour when encountering fishing boats?
4025140,2,1,True,2020-09-11T19:01:24.689161+00:00|2020-09-11T19:01:24.689161+00:00,2022-06-02T06:35:42.986775+00:00|2022-06-02T06:35:42.986775+00:00,3|3,Data from: Female loggerhead sea turtles (Caretta caretta L.) rarely remate during nesting season | Data from: Female loggerhead sea turtles (Caretta caretta L.) rarely remate during nesting season
4025142,2,1,True,2020-09-11T19:01:33.697372+00:00|2020-09-11T19:01:33.697372+00:00,2022-06-02T06:38:50.477553+00:00|2022-06-02T06:38:50.477553+00:00,3|3,Data from: Survival and recruitment dynamics of black-legged kittiwakes Rissa Tridactyla at an Alaskan colony | Data from: Survival and recruitment dynamics of black-legged kittiwakes Rissa Tridactyla at an Alaskan colony
4025144,2,1,True,2020-09-11T19:01:51.009010+00:00|2020-09-11T19:01:51.009010+00:00,2022-06-02T06:40:29.406178+00:00|2022-06-02T06:40:29.406178+00:00,3|3,Data from: Effects of forest-use intensity on vascular epiphyte diversity along an elevational gradient | Data from: Effects of forest-use intensity on vascular epiphyte diversity along an elevational gradient
4025146,2,1,True,2020-09-11T19:01:44.809683+00:00|2020-09-11T19:01:44.809683+00:00,2022-06-02T06:41:32.943428+00:00|2022-06-02T06:41:32.943428+00:00,3|3,Data from: Seabirds vary responses to supplemental food under dynamic natural prey availability and feeding aggregation  | Data from: Seabirds vary responses to supplemental food under dynamic natural prey availability and feeding aggregation 
4025148,2,1,True,2020-09-11T19:01:56.753272+00:00|2020-09-11T19:01:56.753272+00:00,2022-06-02T06:42:10.454649+00:00|2022-06-02T06:42:10.454649+00:00,3|3,Data from: Predicting evolutionary responses to interspecific interference in the wild | Data from: Predicting evolutionary responses to interspecific interference in the wild
4025150,2,1,True,2020-09-11T19:02:16.838412+00:00|2020-09-11T19:02:16.838412+00:00,2022-06-02T06:42:28.001957+00:00|2022-06-02T06:42:28.001957+00:00,3|3,Data from: Landscape genetics reveals unique and shared effects of urbanization for two sympatric pool-breeding amphibia | Data from: Landscape genetics reveals unique and shared effects of urbanization for two sympatric pool-breeding amphibia
4025152,2,1,True,2020-09-11T19:02:13.660481+00:00|2020-09-11T19:02:13.660481+00:00,2022-06-02T06:43:50.415219+00:00|2022-06-02T06:43:50.415219+00:00,3|3,Data from: Divergent color signals from homologous unfeathered ornaments in two congeneric grouse | Data from: Divergent color signals from homologous unfeathered ornaments in two congeneric grouse
4025154,2,1,True,2020-09-11T19:02:24.865151+00:00|2020-09-11T19:02:24.865151+00:00,2022-06-03T14:50:26.900915+00:00|2022-06-03T14:50:26.900915+00:00,3|3,Chesapeake DolphinWatch weekly data | Chesapeake DolphinWatch weekly data
4025156,2,1,True,2020-09-11T19:02:55.156014+00:00|2020-09-11T19:02:55.156014+00:00,2022-06-03T15:32:00.219390+00:00|2022-06-03T15:32:00.219390+00:00,3|3,Degradation of gaseous unsymmetrical dimethylhydrazine by vacuum ultraviolet coupled with MnO2 | Degradation of gaseous unsymmetrical dimethylhydrazine by vacuum ultraviolet coupled with MnO2
4025179,2,1,True,2020-09-11T19:47:28.929917+00:00|2020-09-11T19:47:28.929917+00:00,2022-06-03T15:17:15.497640+00:00|2022-06-03T15:17:15.497640+00:00,5|5,Fluorescent (C)LSM image sequences of Dictyostelium discoideum (Ax2 - LifeAct mRFP) for cell track and cell contour anal | Fluorescent (C)LSM image sequences of Dictyostelium discoideum (Ax2 - LifeAct mRFP) for cell track and cell contour anal
4025232,2,1,True,2020-09-11T20:02:38.485424+00:00|2020-09-11T20:02:38.485424+00:00,2022-06-03T12:01:10.330793+00:00|2022-06-03T12:01:10.330793+00:00,3|3,Pluto and Charon limb profile topography | Pluto and Charon limb profile topography
4025251,2,1,True,2020-09-11T20:14:18.478673+00:00|2020-09-11T20:14:18.478673+00:00,2022-06-03T09:58:37.438245+00:00|2022-06-03T09:58:37.438245+00:00,3|3,Biomass material - undulating venus shell - supported nanoscale zero-valent iron for the adsorption of Pb2+ and Cd2+ ion | Biomass material - undulating venus shell - supported nanoscale zero-valent iron for the adsorption of Pb2+ and Cd2+ ion
4025276,2,1,True,2020-09-11T20:44:32.094721+00:00|2020-09-11T20:44:32.094721+00:00,2020-09-12T00:59:28.187485+00:00|2020-09-12T00:59:28.187485+00:00,2|2,Gradients1-KOK1606-PPPCPN_2020-03-09_v1.3 | Gradients1-KOK1606-PPPCPN_2020-03-09_v1.3
4025284,2,1,True,2020-09-11T20:51:53.374740+00:00|2020-09-11T20:51:53.374740+00:00,2020-09-12T00:59:28.075289+00:00|2020-09-12T00:59:28.075289+00:00,2|2,Gradients1-KOK1606-15N13C_2020-03-10_v1.3 | Gradients1-KOK1606-15N13C_2020-03-10_v1.3
4025292,2,1,True,2020-09-11T20:51:05.626302+00:00|2020-09-11T20:51:05.626302+00:00,2022-06-03T12:43:35.521822+00:00|2022-06-03T12:43:35.521822+00:00,4|4,Evolved differences in energy metabolism and growth dictate the impacts of ocean acidification on abalone aquaculture | Evolved differences in energy metabolism and growth dictate the impacts of ocean acidification on abalone aquaculture
4025296,2,1,True,2020-09-11T20:53:47.090018+00:00|2020-09-11T20:53:47.090018+00:00,2020-09-12T00:59:28.068559+00:00|2020-09-12T00:59:28.068559+00:00,2|2,Gradients1-KOK1606-UW_Hyperpro_Surface_PAR_2020-03-19_v1.3 | Gradients1-KOK1606-UW_Hyperpro_Surface_PAR_2020-03-19_v1.3
4025300,2,1,True,2020-09-11T20:55:52.597012+00:00|2020-09-11T20:55:52.597012+00:00,2022-06-03T08:47:27.254860+00:00|2022-06-03T08:47:27.254860+00:00,3|3,Methyl halide fluxes from rapeseed (Brassica napus) over its life cycle | Methyl halide fluxes from rapeseed (Brassica napus) over its life cycle
4025328,2,1,True,2020-09-11T21:15:05.404205+00:00|2020-09-11T21:15:05.404205+00:00,2022-06-03T07:15:50.053367+00:00|2022-06-03T07:15:50.053367+00:00,3|3,Raw data: The timing and asymmetry of plant-pathogen-insect interactions | Raw data: The timing and asymmetry of plant-pathogen-insect interactions
4025358,2,1,True,2020-09-11T21:33:16.674798+00:00|2020-09-11T21:33:16.674798+00:00,2022-06-03T00:57:28.321672+00:00|2022-06-03T00:57:28.321672+00:00,4|4,Data from: Unusual but consistent latitudinal patterns in macroalgal habitats and their invertebrate communities across  | Data from: Unusual but consistent latitudinal patterns in macroalgal habitats and their invertebrate communities across 
4025362,2,1,True,2020-09-11T21:51:46.053944+00:00|2020-09-11T21:51:46.053944+00:00,2022-06-02T20:09:54.547951+00:00|2022-06-02T20:09:54.547951+00:00,4|4,Efficacy of metabarcoding for identification of fish eggs evaluated with mock communities | Efficacy of metabarcoding for identification of fish eggs evaluated with mock communities
4025370,2,1,True,2020-09-11T21:55:33.996113+00:00|2020-09-11T21:55:33.996113+00:00,2022-06-03T15:47:19.472966+00:00|2022-06-03T15:47:19.472966+00:00,4|4,The Influence of Environmental Variation on the Genetic Structure of a Poison Frog Distributed Across Continuous Amazoni | The Influence of Environmental Variation on the Genetic Structure of a Poison Frog Distributed Across Continuous Amazoni
4025382,2,1,True,2020-09-11T22:08:00.786654+00:00|2020-09-11T22:08:00.786654+00:00,2022-06-03T16:01:19.085678+00:00|2022-06-03T16:01:19.085678+00:00,3|3,Data from: Asymmetries affecting aggressive contests between solitary parasitoids: the effect of host species | Data from: Asymmetries affecting aggressive contests between solitary parasitoids: the effect of host species
4025398,2,1,True,2020-09-11T22:29:35.489357+00:00|2020-09-11T22:29:35.489357+00:00,2022-06-02T12:19:26.563648+00:00|2022-06-02T12:19:26.563648+00:00,3|3,A test of island biogeographic theory applied to estimates of gene flow in a Fijian bird is largely consistent with neut | A test of island biogeographic theory applied to estimates of gene flow in a Fijian bird is largely consistent with neut
4025437,2,1,True,2020-09-11T23:59:50.074280+00:00|2020-09-11T23:59:50.074280+00:00,2022-06-03T15:52:41.821634+00:00|2022-06-03T15:52:41.821634+00:00,3|3,Experimentally induced intrasexual mating competition and sex-specific evolution in female and male nematodes | Experimentally induced intrasexual mating competition and sex-specific evolution in female and male nematodes
4025491,2,1,True,2020-09-12T01:50:38.905302+00:00|2020-09-12T01:50:38.905302+00:00,2020-09-12T12:59:26.793000+00:00|2020-09-12T12:59:26.793000+00:00,2|2,Aerocargo Trafic Argentina - from 2014 to 2019 (no covid-19 data included) Critical Infrastructure Risk Research Program | Aerocargo Trafic Argentina - from 2014 to 2019 (no covid-19 data included) Critical Infrastructure Risk Research Program
4025589,2,1,True,2020-09-12T04:31:00.542199+00:00|2020-09-12T04:31:00.542199+00:00,2020-09-12T12:59:26.807333+00:00|2020-09-12T12:59:26.807333+00:00,2|2,"Supplementary material 1 from: Eggens F, Jafari F, Thollesson M, Crameri S, Zarre S, Oxelman B (2020) Phylogeny and spec | Supplementary material 1 from: Eggens F, Jafari F, Thollesson M, Crameri S, Zarre S, Oxelman B (2020) Phylogeny and spec"
4025609,2,1,True,2020-09-12T04:31:42.231190+00:00|2020-09-12T04:31:42.231190+00:00,2020-09-12T12:59:26.819004+00:00|2020-09-12T12:59:26.819004+00:00,2|2,"Supplementary material 1 from: Muchuku JK, Gichira AW, Zhao S-Y, Chen J-M, Chen L-Y, Wang Q-F (2020) Distribution patter | Supplementary material 1 from: Muchuku JK, Gichira AW, Zhao S-Y, Chen J-M, Chen L-Y, Wang Q-F (2020) Distribution patter"
5105746,2,1,True,2023-04-04T17:38:21.478659+00:00|2023-04-04T17:38:21.478659+00:00,2023-04-05T02:26:38.816580+00:00|2023-04-05T02:26:38.816580+00:00,3|3,"Data for ""Deforestation in the Brazilian Amazon could be halved by scaling up the implementation of zero-deforestation c | Data for ""Deforestation in the Brazilian Amazon could be halved by scaling up the implementation of zero-deforestation c"
5539890,2,1,True,2022-04-21T18:46:16.372144+00:00|2022-04-21T18:46:16.372144+00:00,2022-04-23T13:49:32.729595+00:00|2022-04-23T13:49:32.729595+00:00,4|4,"All data and code from Honeyman, et al. 2022: Statistical learning and uncommon soil microbiota explain biogeochemical r | All data and code from Honeyman, et al. 2022: Statistical learning and uncommon soil microbiota explain biogeochemical r"
5571551,2,2,False,2022-04-21T17:40:20.530354+00:00|2022-04-21T17:40:20.530354+00:00,2022-05-03T12:06:06.942083+00:00|2022-05-03T12:06:06.942083+00:00,6|6,"Substitution mutational signatures in whole-genome-sequenced cancers in the UK population, Mutational Signatures Data | Substitution mutational signatures in whole-genome-sequenced cancers in the UK population, Mutational Signatures Data"
5680761,2,1,True,2022-04-21T11:27:46.924217+00:00|2022-04-21T11:27:46.924217+00:00,2022-04-21T13:49:15.049244+00:00|2022-04-21T13:49:15.049244+00:00,6|6,Did you even see that? Visual sensory processing of single stimuli under different locomotor loads [EEG data] | Did you even see that? Visual sensory processing of single stimuli under different locomotor loads [EEG data]
5680992,2,1,True,2022-04-21T11:31:06.052452+00:00|2022-04-21T11:31:06.052452+00:00,2022-04-21T13:49:15.026800+00:00|2022-04-21T13:49:15.026800+00:00,8|8,Did you even see that? Visual sensory processing of single stimuli under different locomotor loads [motion tracking data | Did you even see that? Visual sensory processing of single stimuli under different locomotor loads [motion tracking data
5745843,2,1,True,2022-04-28T15:01:37.705501+00:00|2022-04-28T15:01:37.705501+00:00,2022-05-06T19:17:03.879553+00:00|2022-05-06T19:17:03.879553+00:00,4|4,"Constructions of type ""leat jođus"", ""leat johtimin"" in North Saami and Inari Saami subcorpuses of SIKOR | Constructions of type ""leat jođus"", ""leat johtimin"" in North Saami and Inari Saami subcorpuses of SIKOR"
5751294,2,1,True,2022-04-21T16:26:33.938425+00:00|2022-04-21T16:26:33.938425+00:00,2022-04-23T13:49:32.443994+00:00|2022-04-23T13:49:32.443994+00:00,5|5,"""Agricultural trade and its impacts on cropland use and the global loss of species habitat."" - Supplementary data | ""Agricultural trade and its impacts on cropland use and the global loss of species habitat."" - Supplementary data"
5774920,2,1,True,2022-04-27T20:18:53.542046+00:00|2022-04-27T20:18:53.542046+00:00,2022-09-19T05:28:03.976346+00:00|2022-09-19T05:28:03.976346+00:00,3|3,X-ray computed tomography aided engineering approach for non-crimp fabric reinforced composites [Data set] | X-ray computed tomography aided engineering approach for non-crimp fabric reinforced composites [Data set]
5809640,2,1,True,2022-04-21T18:54:31.734596+00:00|2022-04-21T18:54:31.734596+00:00,2023-08-23T17:27:59.572717+00:00|2023-08-23T17:27:59.572717+00:00,9|9,Longitudinal Variation of H2O Ice Absorption on Miranda | Longitudinal Variation of H2O Ice Absorption on Miranda
5911211,2,1,True,2022-04-28T18:04:09.962374+00:00|2022-04-28T18:04:09.962374+00:00,2022-04-29T13:49:20.802032+00:00|2022-04-29T13:49:20.802032+00:00,2|2,"Single molecule videos related to ""MCM complexes are barriers that restrict cohesin-mediated loop extrusion"" Part 2/3 | Single molecule videos related to ""MCM complexes are barriers that restrict cohesin-mediated loop extrusion"" Part 2/3"
5911285,2,1,True,2022-04-28T17:43:25.405906+00:00|2022-04-28T17:43:25.405906+00:00,2022-04-29T13:49:20.691611+00:00|2022-04-29T13:49:20.691611+00:00,2|2,"Single molecule videos related to ""MCM complexes are barriers that restrict cohesin-mediated loop extrusion"" Part 3/3 | Single molecule videos related to ""MCM complexes are barriers that restrict cohesin-mediated loop extrusion"" Part 3/3"
5993290,2,1,True,2022-04-21T09:07:08.068985+00:00|2022-04-21T09:07:08.068985+00:00,2022-04-21T13:49:15.278673+00:00|2022-04-21T13:49:15.278673+00:00,2|2,IN-CELL QUANTIFICATION OF DRUGS BY MAGIC ANGLE SPINNING DYNAMIC NUCLEAR POLARIZATION NMR | IN-CELL QUANTIFICATION OF DRUGS BY MAGIC ANGLE SPINNING DYNAMIC NUCLEAR POLARIZATION NMR
6090146,2,1,True,2022-04-21T06:40:41.495305+00:00|2022-04-21T06:40:41.495305+00:00,2022-11-22T01:06:58.032539+00:00|2022-11-22T01:06:58.032539+00:00,3|3,ChRM and grain-size data of deep-sea sediments in the Central Philippine Sea | ChRM and grain-size data of deep-sea sediments in the Central Philippine Sea
6309825,2,1,True,2022-04-27T23:45:46.496151+00:00|2022-04-27T23:45:46.496151+00:00,2022-04-28T13:49:47.205541+00:00|2022-04-28T13:49:47.205541+00:00,2|2,"""Solar Polar Flux Redistribution based on Observed Coronal Holes"" Data | ""Solar Polar Flux Redistribution based on Observed Coronal Holes"" Data"
6322418,2,1,True,2022-04-28T07:31:17.429345+00:00|2022-04-28T07:31:17.429345+00:00,2022-04-28T13:49:49.591347+00:00|2022-04-28T13:49:49.591347+00:00,2|2,reference radiance model and result data for an office building near LAX | reference radiance model and result data for an office building near LAX
6322619,2,1,True,2022-04-28T07:30:27.261199+00:00|2022-04-28T07:30:27.261199+00:00,2022-04-28T13:49:49.508283+00:00|2022-04-28T13:49:49.508283+00:00,2|2,reference image data (primary views) for an office building near LAX | reference image data (primary views) for an office building near LAX
6325285,2,1,True,2022-04-21T08:45:14.841527+00:00|2022-04-21T08:45:14.841527+00:00,2022-06-11T06:07:32.441383+00:00|2022-06-11T06:07:32.441383+00:00,3|3,Controlled Formation of Dimers and Spatially Isolated Atoms in Bimetallic Au-Ru Catalysts via Carbon-Host Functionalizat | Controlled Formation of Dimers and Spatially Isolated Atoms in Bimetallic Au-Ru Catalysts via Carbon-Host Functionalizat
6334195,2,1,True,2022-04-21T10:52:59.127327+00:00|2022-04-21T10:52:59.127327+00:00,2022-08-09T07:43:02.901738+00:00|2022-08-09T07:43:02.901738+00:00,3|3,AirGAM 2022r1 NO2 results for all stations 2005-2019 | AirGAM 2022r1 NO2 results for all stations 2005-2019
6334327,2,1,True,2022-04-21T10:53:22.597556+00:00|2022-04-21T10:53:22.597556+00:00,2022-08-09T07:42:58.267236+00:00|2022-08-09T07:42:58.267236+00:00,3|3,AirGAM 2022r1 PM10 results for all stations 2005-2019 | AirGAM 2022r1 PM10 results for all stations 2005-2019
6380627,2,1,True,2022-04-21T11:37:01.774827+00:00|2022-04-21T11:37:01.774827+00:00,2024-11-26T12:05:43.026346+00:00|2024-11-26T12:05:43.026346+00:00,7|7,Estimating the carbon footprint of citizen science biodiversity monitoring | Estimating the carbon footprint of citizen science biodiversity monitoring
6381130,2,1,True,2022-04-21T03:02:56.936563+00:00|2022-04-21T03:02:56.936563+00:00,2022-04-21T13:49:14.744899+00:00|2022-04-21T13:49:14.744899+00:00,2|2,Reef30_New_Caledonia_eDNA | Reef30_New_Caledonia_eDNA
6382482,2,1,True,2022-04-27T21:30:38.918672+00:00|2022-04-27T21:30:38.918672+00:00,2022-06-21T13:00:16.192731+00:00|2022-06-21T13:00:16.192731+00:00,3|3,DEBS 2022 Grand Challenge Data Set: Trading Data | DEBS 2022 Grand Challenge Data Set: Trading Data
6400338,2,1,True,2022-04-28T02:25:11.467599+00:00|2022-04-28T02:25:11.467599+00:00,2022-06-05T07:02:55.104529+00:00|2022-06-05T07:02:55.104529+00:00,3|3,"Genetic basis for the evolution of pelvic-fin brooding, a new mode of reproduction, in a Sulawesian fish | Genetic basis for the evolution of pelvic-fin brooding, a new mode of reproduction, in a Sulawesian fish"
6410045,2,1,True,2022-04-28T15:16:41.711717+00:00|2022-04-28T15:16:41.711717+00:00,2022-05-04T05:18:01.024404+00:00|2022-05-04T05:18:01.024404+00:00,5|5,"Data from ""CO Line Emission Surfaces and Vertical Structure in Mid-Inclination Protoplanetary Disks"" | Data from ""CO Line Emission Surfaces and Vertical Structure in Mid-Inclination Protoplanetary Disks"""
6451223,2,1,True,2022-04-21T08:59:44.331048+00:00|2022-04-21T08:59:44.331048+00:00,2022-09-01T14:49:13.306902+00:00|2022-09-01T14:49:13.306902+00:00,3|3,Ocean surface wind estimation from waves based on small GPS buoy observations in a bay and the open ocean | Ocean surface wind estimation from waves based on small GPS buoy observations in a bay and the open ocean
6461438,2,1,True,2022-04-28T11:44:18.406135+00:00|2022-04-28T11:44:18.406135+00:00,2022-12-16T17:34:35.703167+00:00|2022-12-16T17:34:35.703167+00:00,6|6,Community access to rectal artesunate for malaria (CARAMAL): a large-scale observational implementation study in the Dem | Community access to rectal artesunate for malaria (CARAMAL): a large-scale observational implementation study in the Dem
6463699,2,1,True,2022-04-20T23:12:10.963827+00:00|2022-04-20T23:12:10.963827+00:00,2023-01-16T10:53:07.651267+00:00|2023-01-16T10:53:07.651267+00:00,6|6,Multilingual named entity recognition for medieval charters. Datasets and models | Multilingual named entity recognition for medieval charters. Datasets and models
6465111,2,1,True,2022-04-21T19:55:41.155657+00:00|2022-04-21T19:55:41.155657+00:00,2022-04-22T01:49:17.477555+00:00|2022-04-22T01:49:17.477555+00:00,2|2,"Supplementary Data - ""Analysis of Venusian Wrinkle Ridge Morphometry Using Stereo-Derived Topography: A Case Study from  | Supplementary Data - ""Analysis of Venusian Wrinkle Ridge Morphometry Using Stereo-Derived Topography: A Case Study from "
6466480,2,1,True,2022-04-21T11:18:32.791179+00:00|2022-04-21T11:18:32.791179+00:00,2022-04-21T13:49:15.124174+00:00|2022-04-21T13:49:15.124174+00:00,2|2,TracBEV input data | TracBEV input data
6469782,2,1,True,2022-04-21T06:31:04.492515+00:00|2022-04-21T06:31:04.492515+00:00,2024-07-16T21:21:47.502359+00:00|2024-07-16T21:21:47.502359+00:00,8|8,Experimental investigations on the effects of vegetation on alternate bars | Experimental investigations on the effects of vegetation on alternate bars
6471213,2,1,True,2022-04-21T06:34:26.703020+00:00|2022-04-21T06:34:26.703020+00:00,2022-04-21T13:49:14.884425+00:00|2022-04-21T13:49:14.884425+00:00,2|2,WESTPA 2.0 haMSM restarting tutorial sample data | WESTPA 2.0 haMSM restarting tutorial sample data
6471406,2,1,True,2022-04-28T18:14:55.169689+00:00|2022-04-28T18:14:55.169689+00:00,2022-10-20T18:25:34.349553+00:00|2022-10-20T18:25:34.349553+00:00,4|4,GloPrSM: Global Prediction of Sand Modal Composition | GloPrSM: Global Prediction of Sand Modal Composition
6471552,2,1,True,2022-04-28T03:04:54.378956+00:00|2022-04-28T03:04:54.378956+00:00,2022-06-05T18:48:58.096921+00:00|2022-06-05T18:48:58.096921+00:00,3|3,Patch-clamp dataset (SyncroPatch384PE) for control variants used in a calibrated functional patch clamp assay to enhance | Patch-clamp dataset (SyncroPatch384PE) for control variants used in a calibrated functional patch clamp assay to enhance
6473090,2,1,True,2022-04-21T07:07:44.412176+00:00|2022-04-21T07:07:44.412176+00:00,2022-04-21T13:49:15.243039+00:00|2022-04-21T13:49:15.243039+00:00,2|2,Data for 'Confined vacuum resonances as artificial atoms with tunable lifetime' | Data for 'Confined vacuum resonances as artificial atoms with tunable lifetime'
6473158,2,1,True,2022-04-21T11:02:28.333606+00:00|2022-04-21T11:02:28.333606+00:00,2022-11-02T08:24:54.942172+00:00|2022-11-02T08:24:54.942172+00:00,4|4,COVID-CO2-ferries | COVID-CO2-ferries
6473455,2,1,True,2022-04-27T19:54:23.076378+00:00|2022-04-27T19:54:23.076378+00:00,2024-07-16T21:14:25.443387+00:00|2024-07-16T21:14:25.443387+00:00,7|7,Electric Motor Vibrations Dataset | Electric Motor Vibrations Dataset
6473661,2,1,True,2022-04-21T14:22:40.259977+00:00|2022-04-21T14:22:40.259977+00:00,2022-04-22T01:49:18.234990+00:00|2022-04-22T01:49:18.234990+00:00,2|2,"Dataset to accompany the manuscript ""Drifter observations reveal intense vertical velocity in a surface ocean front"" | Dataset to accompany the manuscript ""Drifter observations reveal intense vertical velocity in a surface ocean front"""
6473899,2,1,True,2022-04-21T07:34:28.938113+00:00|2022-04-21T07:34:28.938113+00:00,2022-04-21T13:49:15.296119+00:00|2022-04-21T13:49:15.296119+00:00,2|2,Release and mineral formation of lead corrosion products with orthophosphate-polyphosphates | Release and mineral formation of lead corrosion products with orthophosphate-polyphosphates
6474011,2,1,True,2022-04-20T22:02:20.673889+00:00|2022-04-20T22:02:20.673889+00:00,2022-04-21T01:49:20.514134+00:00|2022-04-21T01:49:20.514134+00:00,2|2,Pore matrix dissolution in carbonates: An in-situ experimental investigation of carbonated water injection | Pore matrix dissolution in carbonates: An in-situ experimental investigation of carbonated water injection
